EnteredTimestamp,EventTimestamp,EnteredBy,CounterpartyViewCode,ExchangeAccountCode,InstrumentViewCode,BuySell,BuySellQualifier,OrderValue,OrderPrice,OrderStatus,VolumeDone,AveragePrice,VolumeLeft,MarketId,OrderNotes,RouteId,ExchangeOrderId,OrderFlags,ErrorText,CompletionReason,ExpiryTimestamp,ExpiryType,OrderId,OrderVersion,ParentOrderId,Currency,StartOfDayQty,GrossPriceToday,VolumeDoneToday,TradeAmountToday
20180626 09:46:12.313714 +0800 ,20180626 17:00:00.533155 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,50000.0,0.3,C,1200.0,0.3,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DBB,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471600DOSG1,1,00010117750ORHK1,SGD,50000.0,0.3000,1200.0,360.0
20180626 09:46:19.090760 +0800 ,20180626 17:00:00.535080 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,100.0,0.3,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DBC,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471601DOSG1,1,00010117751ORHK1,SGD,100.0,,0,0
20180626 09:46:21.420887 +0800 ,20180626 17:00:00.537368 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,200.0,0.3,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DBD,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471602DOSG1,1,00010117752ORHK1,SGD,200.0,,0,0
20180626 09:46:23.269954 +0800 ,20180626 17:00:00.538787 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,300.0,0.3,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DBE,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471603DOSG1,1,00010117753ORHK1,SGD,300.0,,0,0
20180626 09:46:25.007607 +0800 ,20180626 17:00:00.541807 +0800 ,chweepeng,CROSS-SG,2411,GGR.SP,S, ,400.0,0.3,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DBF,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471604DOSG1,1,00010117754ORHK1,SGD,400.0,,0,0
20180626 09:25:35.766903 +0800 ,20180626 17:00:00.543201 +0800 ,chweepeng,NEW_SILK_ROAD,2801,SGX.SP,B, ,200.0,7.66,C,0.0,0.0,0.0,SES-MAIN,,DIRECT,6145590100010CC2,,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471513DOSG1,1,00010117712ORHK1,SGD,200.0,,0,0
20180626 09:25:58.716450 +0800 ,20180626 17:00:00.544105 +0800 ,chweepeng,NEW_SILK_ROAD,2801,SGX.SP,S, ,100.0,7.67,C,0.0,0.0,0.0,SES-MAIN,,DIRECT,6145590100010CC3,,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471514DOSG1,1,00010117713ORHK1,SGD,100.0,,0,0
20180626 09:35:26.187912 +0800 ,20180626 17:00:00.544575 +0800 ,chweepeng,DSL-SGP,2001,HPHT.SP,B, ,50000.0,0.265,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010CDE,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471540DOSG1,1,00010117739ORHK1,USD,50000.0,,0,0
20180626 09:10:56.579261 +0800 ,20180626 17:00:00.545418 +0800 ,DMA,DAIWARSP,2027,HPHT.SP,B, ,5000.0,0.26,C,3300.0,0.26,0.0,SES-MAIN,DAIWARSP|EX:UAT test order,DIRECT,6145590100010CB0,AGA FOR ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471504DOSG1,1,BSS20180626-00001-00001,USD,5000.0,0.2600,3300.0,858.0
20180626 09:48:11.034592 +0800 ,20180626 17:00:00.546073 +0800 ,chweepeng,CROSS-SG,2411,HPHT.SP,S, ,50000.0,0.27,C,5100.0,0.27,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010DD0,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471612DOSG1,1,00010117764ORHK1,USD,50000.0,0.2700,5100.0,1377.0
20180626 10:12:53.609151 +0800 ,20180626 17:00:00.550376 +0800 ,chweepeng,CROSS-SG,2411,HPHT.SP,S, ,7000.0,0.3,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E86,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471637DOSG1,1,00010117793ORHK1,USD,7000.0,,0,0
20180626 10:13:07.516510 +0800 ,20180626 17:00:00.552608 +0800 ,chweepeng,CROSS-SG,2411,HPHT.SP,S, ,3000.0,0.31,C,0.0,0.0,0.0,SES-MAIN,EX:UAT test order,DIRECT,6145590100010E87,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471638DOSG1,1,00010117794ORHK1,USD,3000.0,,0,0
20180626 09:52:00.675049 +0800 ,20180626 17:00:00.554594 +0800 ,chweepeng,DSL-SGP,2001,AMS.O.SP,B, ,88.0,0.7,C,55.0,0.7,0.0,SES-ODD,EX:UAT,DIRECT,6145590100010DE1,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471617DOSG1,1,00010117771ORHK1,SGD,88.0,0.7000,55.0,38.5
20180626 09:47:21.443066 +0800 ,20180626 17:00:00.556992 +0800 ,chweepeng,CROSS-SG,2411,GGR.O.SP,S, ,99.0,0.3,C,21.0,0.3,0.0,SES-ODD,EX:UAT test order,DIRECT,6145590100010DCB,AGA ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471610DOSG1,1,00010117762ORHK1,SGD,99.0,0.3000,21.0,6.3
20180626 09:49:12.831511 +0800 ,20180626 17:00:00.557895 +0800 ,chweepeng,DSL-SGP,2001,HPHT.O.SP,B, ,99.0,0.27,C,44.0,0.27,0.0,SES-ODD,EX:UAT test order,DIRECT,6145590100010DD9,AGA FOR ,Order is eliminated successfully.,E,20180626 20:00:00.000000 +0800 ,GFD,00003471615DOSG1,1,00010117769ORHK1,USD,99.0,0.2700,44.0,11.88
20180626 17:16:49.343960 +0800 ,20180626 17:28:59.522187 +0800 ,DMA,SGGMI,3017,AMS.SP,B, ,5000.0,0.7,L,500.0,0.7,4500.0,SES-MAIN,SGGMIMM|EX:UAT,DIRECT,61455901000113B9,AGA ,SUCCESS, ,20180725 20:00:00.000000 +0800 ,GTC,00003471641DOSG1,1,TK1PKSGOrder8574,SGD,5000.0,0.7000,500.0,350.0
20180626 17:17:57.014256 +0800 ,20180626 17:28:59.523336 +0800 ,chweepeng,DSL-SGP,2001,AMS.SP,S, ,500.0,0.7,C,500.0,0.7,0.0,SES-MAIN,EX:UAT,DIRECT,61455901000113C0,AGA ,SUCCESS,M,20180627 20:00:00.000000 +0800 ,GFD,00003471643DOSG1,1,00010117845ORHK1,SGD,500.0,0.7000,500.0,350.0
20180626 17:17:38.208547 +0800 ,20180627 11:26:02.931343 +0800 ,DMA,SGGMI,3017,AMS.SP,S, ,4000.0,0.71,L,500.0,0.71,3500.0,SES-MAIN,SGGMIMM|EX:UAT,DIRECT,61455901000113BF,AGA ,SUCCESS, ,20180629 20:00:00.000000 +0800 ,GTD,00003471642DOSG1,1,TK1PKSGOrder8575,SGD,,,,
